"ensembl_gene_id"
"ENSG00000131043"
"ENSG00000275700"
"ENSG00000276072"
"ENSG00000161204"
"ENSG00000140526"
"ENSG00000146109"
"ENSG00000114331"
"ENSG00000112304"
"ENSG00000143727"
"ENSG00000138071"
"ENSG00000137845"
"ENSG00000159346"
"ENSG00000006831"
"ENSG00000285070"
"ENSG00000101126"
"ENSG00000159322"
"ENSG00000130706"
"ENSG00000100591"
"ENSG00000101901"
"ENSG00000119523"
"ENSG00000091542"
"ENSG00000153107"
"ENSG00000174606"
"ENSG00000185722"
"ENSG00000132466"
"ENSG00000154945"
"ENSG00000166747"
"ENSG00000129354"
"ENSG00000177879"
"ENSG00000053770"
"ENSG00000100823"
"ENSG00000166181"
"ENSG00000256053"
"ENSG00000021776"
"ENSG00000095139"
"ENSG00000143761"
"ENSG00000165527"
"ENSG00000149182"
"ENSG00000124198"
"ENSG00000134884"
"ENSG00000107863"
"ENSG00000102606"
"ENSG00000117713"
"ENSG00000189079"
"ENSG00000177479"
"ENSG00000214087"
"ENSG00000114098"
"ENSG00000128989"
"ENSG00000100325"
"ENSG00000116539"
"ENSG00000138381"
"ENSG00000138138"
"ENSG00000283024"
"ENSG00000176208"
"ENSG00000166454"
"ENSG00000177556"
"ENSG00000017260"
"ENSG00000155097"
"ENSG00000100554"
"ENSG00000131100"
"ENSG00000066427"
"ENSG00000127423"
"ENSG00000087586"
"ENSG00000178999"
"ENSG00000155096"
"ENSG00000175334"
"ENSG00000185825"
"ENSG00000107949"
"ENSG00000029363"
"ENSG00000274803"
"ENSG00000273873"
"ENSG00000145734"
"ENSG00000126581"
"ENSG00000089685"
"ENSG00000115760"
"ENSG00000104164"
"ENSG00000165733"
"ENSG00000204256"
"ENSG00000234507"
"ENSG00000234704"
"ENSG00000215077"
"ENSG00000236227"
"ENSG00000230678"
"ENSG00000235307"
"ENSG00000166164"
"ENSG00000169679"
"ENSG00000151131"
"ENSG00000179933"
"ENSG00000143612"
"ENSG00000205208"
"ENSG00000082213"
"ENSG00000196821"
"ENSG00000136819"
"ENSG00000120159"
"ENSG00000151893"
"ENSG00000128595"
"ENSG00000164615"
"ENSG00000110395"
"ENSG00000108468"
"ENSG00000122565"
"ENSG00000158941"
"ENSG00000180329"
"ENSG00000108091"
"ENSG00000125633"
"ENSG00000157456"
"ENSG00000162063"
"ENSG00000163660"
"ENSG00000221978"
"ENSG00000166226"
"ENSG00000135535"
"ENSG00000169217"
"ENSG00000004897"
"ENSG00000105401"
"ENSG00000070831"
"ENSG00000096401"
"ENSG00000184661"
"ENSG00000170779"
"ENSG00000146670"
"ENSG00000101391"
"ENSG00000115816"
"ENSG00000149187"
"ENSG00000166451"
"ENSG00000135837"
"ENSG00000166037"
"ENSG00000153774"
"ENSG00000163320"
"ENSG00000106153"
"ENSG00000170791"
"ENSG00000153922"
"ENSG00000124177"
"ENSG00000171316"
"ENSG00000100888"
"ENSG00000085872"
"ENSG00000131165"
"ENSG00000005194"
"ENSG00000175216"
"ENSG00000173207"
"ENSG00000074054"
"ENSG00000113282"
"ENSG00000162129"
"ENSG00000091317"
"ENSG00000100528"
"ENSG00000125107"
"ENSG00000182973"
"ENSG00000111596"
"ENSG00000198791"
"ENSG00000106603"
"ENSG00000183513"
"ENSG00000168275"
"ENSG00000121058"
"ENSG00000113163"
"ENSG00000129083"
"ENSG00000184432"
"ENSG00000105669"
"ENSG00000166200"
"ENSG00000141030"
"ENSG00000121022"
"ENSG00000168090"
"ENSG00000006695"
"ENSG00000133983"
"ENSG00000138495"
"ENSG00000240230"
"ENSG00000135940"
"ENSG00000111775"
"ENSG00000164919"
"ENSG00000112695"
"ENSG00000115944"
"ENSG00000131174"
"ENSG00000214078"
"ENSG00000165934"
"ENSG00000111605"
"ENSG00000149532"
"ENSG00000118260"
"ENSG00000167193"
"ENSG00000062485"
"ENSG00000009307"
"ENSG00000113712"
"ENSG00000101266"
"ENSG00000232960"
"ENSG00000230700"
"ENSG00000224398"
"ENSG00000204435"
"ENSG00000228875"
"ENSG00000206406"
"ENSG00000224774"
"ENSG00000176102"
"ENSG00000044115"
"ENSG00000198730"
"ENSG00000055130"
"ENSG00000163510"
"ENSG00000153015"
"ENSG00000095485"
"ENSG00000103018"
"ENSG00000172115"
"ENSG00000105443"
"ENSG00000132676"
"ENSG00000088205"
"ENSG00000165732"
"ENSG00000124228"
"ENSG00000183258"
"ENSG00000198231"
"ENSG00000213782"
"ENSG00000105671"
"ENSG00000278053"
"ENSG00000277594"
"ENSG00000123064"
"ENSG00000111364"
"ENSG00000136271"
"ENSG00000110367"
"ENSG00000124795"
"ENSG00000139726"
"ENSG00000114956"
"ENSG00000109606"
"ENSG00000233561"
"ENSG00000204560"
"ENSG00000233418"
"ENSG00000227222"
"ENSG00000231377"
"ENSG00000233049"
"ENSG00000226171"
"ENSG00000206486"
"ENSG00000067248"
"ENSG00000005100"
"ENSG00000140829"
"ENSG00000135829"
"ENSG00000131504"
"ENSG00000139734"
"ENSG00000117597"
"ENSG00000130826"
"ENSG00000091140"
"ENSG00000069345"
"ENSG00000148719"
"ENSG00000077232"
"ENSG00000168259"
"ENSG00000126698"
"ENSG00000285317"
"ENSG00000213551"
"ENSG00000067334"
"ENSG00000132768"
"ENSG00000000419"
"ENSG00000185721"
"ENSG00000136982"
"ENSG00000144048"
"ENSG00000077380"
"ENSG00000129518"
"ENSG00000147654"
"ENSG00000117395"
"ENSG00000179151"
"ENSG00000156508"
"ENSG00000114942"
"ENSG00000283391"
